id,zone,in_type,in_number,in_channel,modifier,grid_mode,action,target,slot,transport,control_path,value_type,value,led_state_source,led_palette,notes
PAD_S6_T7_FXBYP,GRID_FX,note,58,1,SHIFT,FX,fx_bypass_toggle,LAYER3,14,ws,/parameter/by-id/{fx[LAYER3:14].bypassed_id},bool_as_int,0|1,fx[LAYER3:14].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T7_FXCAP,GRID_FX,note,58,1,SELECT,FX,fx_capture_on_value,LAYER3,14,internal,fx[LAYER3:14].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T7_FXOP,GRID_FX,note,50,1,,FX,fx_opacity_toggle,LAYER3,15,ws,/parameter/by-id/{fx[LAYER3:15].opacity_id},float,0.0<->on_value,"fx[LAYER3:15].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T7_FXBYP,GRID_FX,note,50,1,SHIFT,FX,fx_bypass_toggle,LAYER3,15,ws,/parameter/by-id/{fx[LAYER3:15].bypassed_id},bool_as_int,0|1,fx[LAYER3:15].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T7_FXCAP,GRID_FX,note,50,1,SELECT,FX,fx_capture_on_value,LAYER3,15,internal,fx[LAYER3:15].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T7_FXOP,GRID_FX,note,42,1,,FX,fx_opacity_toggle,LAYER3,16,ws,/parameter/by-id/{fx[LAYER3:16].opacity_id},float,0.0<->on_value,"fx[LAYER3:16].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T7_FXBYP,GRID_FX,note,42,1,SHIFT,FX,fx_bypass_toggle,LAYER3,16,ws,/parameter/by-id/{fx[LAYER3:16].bypassed_id},bool_as_int,0|1,fx[LAYER3:16].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T7_FXCAP,GRID_FX,note,42,1,SELECT,FX,fx_capture_on_value,LAYER3,16,internal,fx[LAYER3:16].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S1_T8_FXOP,GRID_FX,note,99,1,,FX,fx_opacity_toggle,COMPOSITION,9,ws,/parameter/by-id/{fx[COMPOSITION:9].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:9].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S1_T8_FXBYP,GRID_FX,note,99,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,9,ws,/parameter/by-id/{fx[COMPOSITION:9].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:9].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S1_T8_FXCAP,GRID_FX,note,99,1,SELECT,FX,fx_capture_on_value,COMPOSITION,9,internal,fx[COMPOSITION:9].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S2_T8_FXOP,GRID_FX,note,91,1,,FX,fx_opacity_toggle,COMPOSITION,10,ws,/parameter/by-id/{fx[COMPOSITION:10].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:10].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S2_T8_FXBYP,GRID_FX,note,91,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,10,ws,/parameter/by-id/{fx[COMPOSITION:10].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:10].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S2_T8_FXCAP,GRID_FX,note,91,1,SELECT,FX,fx_capture_on_value,COMPOSITION,10,internal,fx[COMPOSITION:10].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S3_T8_FXOP,GRID_FX,note,83,1,,FX,fx_opacity_toggle,COMPOSITION,11,ws,/parameter/by-id/{fx[COMPOSITION:11].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:11].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S3_T8_FXBYP,GRID_FX,note,83,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,11,ws,/parameter/by-id/{fx[COMPOSITION:11].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:11].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S3_T8_FXCAP,GRID_FX,note,83,1,SELECT,FX,fx_capture_on_value,COMPOSITION,11,internal,fx[COMPOSITION:11].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S4_T8_FXOP,GRID_FX,note,75,1,,FX,fx_opacity_toggle,COMPOSITION,12,ws,/parameter/by-id/{fx[COMPOSITION:12].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:12].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S4_T8_FXBYP,GRID_FX,note,75,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,12,ws,/parameter/by-id/{fx[COMPOSITION:12].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:12].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S4_T8_FXCAP,GRID_FX,note,75,1,SELECT,FX,fx_capture_on_value,COMPOSITION,12,internal,fx[COMPOSITION:12].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S5_T8_FXOP,GRID_FX,note,67,1,,FX,fx_opacity_toggle,COMPOSITION,13,ws,/parameter/by-id/{fx[COMPOSITION:13].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:13].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S5_T8_FXBYP,GRID_FX,note,67,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,13,ws,/parameter/by-id/{fx[COMPOSITION:13].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:13].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S5_T8_FXCAP,GRID_FX,note,67,1,SELECT,FX,fx_capture_on_value,COMPOSITION,13,internal,fx[COMPOSITION:13].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S6_T8_FXOP,GRID_FX,note,59,1,,FX,fx_opacity_toggle,COMPOSITION,14,ws,/parameter/by-id/{fx[COMPOSITION:14].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:14].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S6_T8_FXBYP,GRID_FX,note,59,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,14,ws,/parameter/by-id/{fx[COMPOSITION:14].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:14].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S6_T8_FXCAP,GRID_FX,note,59,1,SELECT,FX,fx_capture_on_value,COMPOSITION,14,internal,fx[COMPOSITION:14].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S7_T8_FXOP,GRID_FX,note,51,1,,FX,fx_opacity_toggle,COMPOSITION,15,ws,/parameter/by-id/{fx[COMPOSITION:15].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:15].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S7_T8_FXBYP,GRID_FX,note,51,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,15,ws,/parameter/by-id/{fx[COMPOSITION:15].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:15].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S7_T8_FXCAP,GRID_FX,note,51,1,SELECT,FX,fx_capture_on_value,COMPOSITION,15,internal,fx[COMPOSITION:15].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
PAD_S8_T8_FXOP,GRID_FX,note,43,1,,FX,fx_opacity_toggle,COMPOSITION,16,ws,/parameter/by-id/{fx[COMPOSITION:16].opacity_id},float,0.0<->on_value,"fx[COMPOSITION:16].present, .bypassed, .opacity",OFF|FX_OFF|FX_MID|FX_ON|FX_BYPASSED,"Tap toggles 0 <-> on_value over fx_fade_ms. Hold past momentary_ms = momentary stab. Slot from the runtime FX registry; empty = dark, no send."
PAD_S8_T8_FXBYP,GRID_FX,note,43,1,SHIFT,FX,fx_bypass_toggle,COMPOSITION,16,ws,/parameter/by-id/{fx[COMPOSITION:16].bypassed_id},bool_as_int,0|1,fx[COMPOSITION:16].bypassed,OFF|FX_BYPASSED,Hard bypass: removes the effect from the render chain. Distinct from opacity 0.
PAD_S8_T8_FXCAP,GRID_FX,note,43,1,SELECT,FX,fx_capture_on_value,COMPOSITION,16,internal,fx[COMPOSITION:16].on_value,float,current opacity,,,Stores the effect current opacity as this pad on_value and persists it to fx_pins.csv.
RIGHT_1,RIGHT_COL,cc,36,1,,ANY,clip_bank_select,SURFACE,1,internal,surface.bank,int,1,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/4"". Clip bank 1 = clips 1-16. TD-internal."
RIGHT_1_DECK,RIGHT_COL,cc,36,1,SHIFT,ANY,deck_select,COMPOSITION,1,osc,/composition/decks/1/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_2,RIGHT_COL,cc,37,1,,ANY,clip_bank_select,SURFACE,2,internal,surface.bank,int,2,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/4t"". Clip bank 2 = clips 17-32. TD-internal."
RIGHT_2_DECK,RIGHT_COL,cc,37,1,SHIFT,ANY,deck_select,COMPOSITION,2,osc,/composition/decks/2/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_3,RIGHT_COL,cc,38,1,,ANY,clip_bank_select,SURFACE,3,internal,surface.bank,int,3,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/8"". Clip bank 3 = clips 33-48. TD-internal."
RIGHT_3_DECK,RIGHT_COL,cc,38,1,SHIFT,ANY,deck_select,COMPOSITION,3,osc,/composition/decks/3/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_4,RIGHT_COL,cc,39,1,,ANY,clip_bank_select,SURFACE,4,internal,surface.bank,int,4,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/8t"". Clip bank 4 = clips 49-64. TD-internal."
RIGHT_4_DECK,RIGHT_COL,cc,39,1,SHIFT,ANY,deck_select,COMPOSITION,4,osc,/composition/decks/4/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_5,RIGHT_COL,cc,40,1,,ANY,clip_bank_select,SURFACE,5,internal,surface.bank,int,5,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/16"". Clip bank 5 = clips 65-80. TD-internal."
RIGHT_5_DECK,RIGHT_COL,cc,40,1,SHIFT,ANY,deck_select,COMPOSITION,5,osc,/composition/decks/5/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_6,RIGHT_COL,cc,41,1,,ANY,clip_bank_select,SURFACE,6,internal,surface.bank,int,6,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/16t"". Clip bank 6 = clips 81-96. TD-internal."
RIGHT_6_DECK,RIGHT_COL,cc,41,1,SHIFT,ANY,deck_select,COMPOSITION,6,osc,/composition/decks/6/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_7,RIGHT_COL,cc,42,1,,ANY,clip_bank_select,SURFACE,7,internal,surface.bank,int,7,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/32"". Clip bank 7 = clips 97-112. TD-internal."
RIGHT_7_DECK,RIGHT_COL,cc,42,1,SHIFT,ANY,deck_select,COMPOSITION,7,osc,/composition/decks/7/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
RIGHT_8,RIGHT_COL,cc,43,1,,ANY,clip_bank_select,SURFACE,8,internal,surface.bank,int,8,surface.bank,BANK_DIM|BANK_FULL,"Silkscreen ""1/32t"". Clip bank 8 = clips 113-128. TD-internal."
RIGHT_8_DECK,RIGHT_COL,cc,43,1,SHIFT,ANY,deck_select,COMPOSITION,8,osc,/composition/decks/8/select,int,1,deck.selected,DECK_DIM|DECK_FULL,Shift-guarded. Deck switch purges inactive-deck clips AND destroys their parameter ids: forces a full registry rebuild.
UPPER_1,UPPER_ROW,cc,102,1,,ANY,layer_clear,LAYER1,,osc,/composition/layers/{L1}/clear,int,1,layer.clearpulse[L1],FX_OFF|FX_MID|FX_ON,Clear Layer 1 (RGB)
UPPER_2,UPPER_ROW,cc,103,1,,ANY,layer_clear,LAYER2,,osc,/composition/layers/{L2}/clear,int,1,layer.clearpulse[L2],FX_OFF|FX_MID|FX_ON,Clear Layer 2 (RGB)
UPPER_3,UPPER_ROW,cc,104,1,,ANY,layer_clear,LAYER3,,osc,/composition/layers/{L3}/clear,int,1,layer.clearpulse[L3],FX_OFF|FX_MID|FX_ON,Clear Layer 3 (RGB)
UPPER_4,UPPER_ROW,cc,105,1,,ANY,comp_disconnect_all,COMPOSITION,,osc,/composition/disconnectall,int,1,,FX_OFF|FX_MID|FX_ON,Disconnect All (RGB)
UPPER_5,UPPER_ROW,cc,106,1,,ANY,layer_solo_toggle,LAYER1,,osc,/composition/layers/{L1}/solo,int,0|1,layer.solo[L1],FX_OFF|FX_MID|FX_ON,Solo Layer 1 (RGB)
UPPER_6,UPPER_ROW,cc,107,1,,ANY,layer_solo_toggle,LAYER2,,osc,/composition/layers/{L2}/solo,int,0|1,layer.solo[L2],FX_OFF|FX_MID|FX_ON,Solo Layer 2 (RGB)
UPPER_7,UPPER_ROW,cc,108,1,,ANY,layer_solo_toggle,LAYER3,,osc,/composition/layers/{L3}/solo,int,0|1,layer.solo[L3],FX_OFF|FX_MID|FX_ON,Solo Layer 3 (RGB)
UPPER_8,UPPER_ROW,cc,109,1,,ANY,tempo_resync,COMPOSITION,,osc,/composition/tempocontroller/resync,int,1,,FX_OFF|FX_MID|FX_ON,Resync Tempo (RGB)
LOWER_1,LOWER_ROW,cc,20,1,,ANY,layer_focus,LAYER1,,osc,/composition/layers/{L1}/select,int,1,surface.focus==L1,L1_DIM|L1_FULL,Focus + select Layer 1 (RGB). Focus also picks which target the FX encoders address.
LOWER_2,LOWER_ROW,cc,21,1,,ANY,layer_focus,LAYER2,,osc,/composition/layers/{L2}/select,int,1,surface.focus==L2,L2_DIM|L2_FULL,Focus + select Layer 2 (RGB). Focus also picks which target the FX encoders address.
LOWER_3,LOWER_ROW,cc,22,1,,ANY,layer_focus,LAYER3,,osc,/composition/layers/{L3}/select,int,1,surface.focus==L3,L3_DIM|L3_FULL,Focus + select Layer 3 (RGB). Focus also picks which target the FX encoders address.
LOWER_4,LOWER_ROW,cc,23,1,,ANY,comp_focus,COMPOSITION,,osc,/composition/select,int,1,surface.focus==COMP,COMP_DIM|COMP_FULL,"Focus Composition (RGB). Also sends the real /composition/select trigger, matching layer_focus. Focus also picks which target the FX encoders address."
LOWER_5,LOWER_ROW,cc,24,1,,ANY,layer_bypass_toggle,LAYER1,,osc,/composition/layers/{L1}/bypassed,int,0|1,layer.bypassed[L1],OFF|WARN,Bypass Layer 1 (RGB). Focus also picks which target the FX encoders address.
LOWER_6,LOWER_ROW,cc,25,1,,ANY,layer_bypass_toggle,LAYER2,,osc,/composition/layers/{L2}/bypassed,int,0|1,layer.bypassed[L2],OFF|WARN,Bypass Layer 2 (RGB). Focus also picks which target the FX encoders address.
LOWER_7,LOWER_ROW,cc,26,1,,ANY,layer_bypass_toggle,LAYER3,,osc,/composition/layers/{L3}/bypassed,int,0|1,layer.bypassed[L3],OFF|WARN,Bypass Layer 3 (RGB). Focus also picks which target the FX encoders address.
LOWER_8,LOWER_ROW,cc,27,1,,ANY,reserved,,,,,,,,OFF,RGB. RESERVED. Blackout moved to MUTE (hw CC61).
ENC_1,ENCODER,cc,71,1,,SESSION,param_relative,LAYER1,,osc,/composition/layers/{L1}/video/opacity,float,0.0-1.0,,,Layer 1 opacity in SESSION mode.
ENC_1_FX,ENCODER,cc,71,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link1,float,0.0-1.0,,,"FX mode: encoder 1 of 8 direct 1:1 to the FOCUSED target's Dashboard link1 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_1_SHIFT,ENCODER,cc,71,1,SHIFT,ANY,param_relative,LAYER1,,osc,/composition/layers/{L1}/speed,float,0.0-1.0,,,Layer 1 speed
ENC_1_FINE,ENCODER,cc,71,1,SELECT,ANY,param_relative_fine,LAYER1,,osc,/composition/layers/{L1}/video/opacity,float,0.0-1.0,,,Layer 1 opacity at 0.2x step
ENC_2,ENCODER,cc,72,1,,SESSION,param_relative,LAYER2,,osc,/composition/layers/{L2}/video/opacity,float,0.0-1.0,,,Layer 2 opacity in SESSION mode.
ENC_2_FX,ENCODER,cc,72,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link2,float,0.0-1.0,,,"FX mode: encoder 2 of 8 direct 1:1 to the FOCUSED target's Dashboard link2 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_2_SHIFT,ENCODER,cc,72,1,SHIFT,ANY,param_relative,LAYER2,,osc,/composition/layers/{L2}/speed,float,0.0-1.0,,,Layer 2 speed
ENC_2_FINE,ENCODER,cc,72,1,SELECT,ANY,param_relative_fine,LAYER2,,osc,/composition/layers/{L2}/video/opacity,float,0.0-1.0,,,Layer 2 opacity at 0.2x step
ENC_3,ENCODER,cc,73,1,,SESSION,param_relative,LAYER3,,osc,/composition/layers/{L3}/video/opacity,float,0.0-1.0,,,Layer 3 opacity in SESSION mode.
ENC_3_FX,ENCODER,cc,73,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link3,float,0.0-1.0,,,"FX mode: encoder 3 of 8 direct 1:1 to the FOCUSED target's Dashboard link3 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_3_SHIFT,ENCODER,cc,73,1,SHIFT,ANY,param_relative,LAYER3,,osc,/composition/layers/{L3}/speed,float,0.0-1.0,,,Layer 3 speed
ENC_3_FINE,ENCODER,cc,73,1,SELECT,ANY,param_relative_fine,LAYER3,,osc,/composition/layers/{L3}/video/opacity,float,0.0-1.0,,,Layer 3 opacity at 0.2x step
ENC_4,ENCODER,cc,74,1,,SESSION,param_relative,COMPOSITION,,osc,/composition/video/opacity,float,0.0-1.0,,,Composition opacity in SESSION mode.
ENC_4_FX,ENCODER,cc,74,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link4,float,0.0-1.0,,,"FX mode: encoder 4 of 8 direct 1:1 to the FOCUSED target's Dashboard link4 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_4_SHIFT,ENCODER,cc,74,1,SHIFT,ANY,param_relative,COMPOSITION,,osc,/composition/speed,float,0.0-1.0,,,Composition speed
ENC_4_FINE,ENCODER,cc,74,1,SELECT,ANY,param_relative_fine,COMPOSITION,,osc,/composition/video/opacity,float,0.0-1.0,,,Composition opacity at 0.2x step
ENC_5_SESSION,ENCODER,cc,75,1,,SESSION,param_relative,LAYER1,,osc,/composition/layers/{L1}/dashboard/link1,float,0.0-1.0,,,"LAYER1 macro via Resolume Dashboard link. The performer maps any parameter to it inside Resolume, so TD never needs an effect name."
ENC_5_SESSION_SHIFT,ENCODER,cc,75,1,SHIFT,SESSION,param_relative,LAYER1,,osc,/composition/layers/{L1}/dashboard/link2,float,0.0-1.0,,,LAYER1 macro 2
ENC_5_FX,ENCODER,cc,75,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link5,float,0.0-1.0,,,"FX mode: encoder 5 of 8 direct 1:1 to the FOCUSED target's Dashboard link5 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_5_FINE,ENCODER,cc,75,1,SELECT,ANY,param_relative_fine,CONTEXT,,context,whatever the plain mapping is in the current grid mode,float,0.0-1.0,,,"Fine mode, 0.2x step"
ENC_6_SESSION,ENCODER,cc,76,1,,SESSION,param_relative,LAYER2,,osc,/composition/layers/{L2}/dashboard/link1,float,0.0-1.0,,,"LAYER2 macro via Resolume Dashboard link. The performer maps any parameter to it inside Resolume, so TD never needs an effect name."
ENC_6_SESSION_SHIFT,ENCODER,cc,76,1,SHIFT,SESSION,param_relative,LAYER2,,osc,/composition/layers/{L2}/dashboard/link2,float,0.0-1.0,,,LAYER2 macro 2
ENC_6_FX,ENCODER,cc,76,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link6,float,0.0-1.0,,,"FX mode: encoder 6 of 8 direct 1:1 to the FOCUSED target's Dashboard link6 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_6_FINE,ENCODER,cc,76,1,SELECT,ANY,param_relative_fine,CONTEXT,,context,whatever the plain mapping is in the current grid mode,float,0.0-1.0,,,"Fine mode, 0.2x step"
ENC_7_SESSION,ENCODER,cc,77,1,,SESSION,param_relative,LAYER3,,osc,/composition/layers/{L3}/dashboard/link1,float,0.0-1.0,,,"LAYER3 macro via Resolume Dashboard link. The performer maps any parameter to it inside Resolume, so TD never needs an effect name."
ENC_7_SESSION_SHIFT,ENCODER,cc,77,1,SHIFT,SESSION,param_relative,LAYER3,,osc,/composition/layers/{L3}/dashboard/link2,float,0.0-1.0,,,LAYER3 macro 2
ENC_7_FX,ENCODER,cc,77,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link7,float,0.0-1.0,,,"FX mode: encoder 7 of 8 direct 1:1 to the FOCUSED target's Dashboard link7 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_7_FINE,ENCODER,cc,77,1,SELECT,ANY,param_relative_fine,CONTEXT,,context,whatever the plain mapping is in the current grid mode,float,0.0-1.0,,,"Fine mode, 0.2x step"
ENC_8_SESSION,ENCODER,cc,78,1,,SESSION,param_relative,COMPOSITION,,osc,/composition/dashboard/link1,float,0.0-1.0,,,"COMPOSITION macro via Resolume Dashboard link. The performer maps any parameter to it inside Resolume, so TD never needs an effect name."
ENC_8_SESSION_SHIFT,ENCODER,cc,78,1,SHIFT,SESSION,param_relative,COMPOSITION,,osc,/composition/dashboard/link2,float,0.0-1.0,,,COMPOSITION macro 2
ENC_8_FX,ENCODER,cc,78,1,,FX,param_relative,FOCUS,,osc,/composition{FOCUS}/dashboard/link8,float,0.0-1.0,,,"FX mode: encoder 8 of 8 direct 1:1 to the FOCUSED target's Dashboard link8 (LAYER1/2/3 or COMPOSITION, tracks layer_focus/comp_focus)."
ENC_8_FINE,ENCODER,cc,78,1,SELECT,ANY,param_relative_fine,CONTEXT,,context,whatever the plain mapping is in the current grid mode,float,0.0-1.0,,,"Fine mode, 0.2x step"
ENC_1_TOUCH,ENCODER_TOUCH,note,0,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 1. Opens the send window; with SHIFT resets the parameter to default."
ENC_2_TOUCH,ENCODER_TOUCH,note,1,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 2. Opens the send window; with SHIFT resets the parameter to default."
ENC_3_TOUCH,ENCODER_TOUCH,note,2,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 3. Opens the send window; with SHIFT resets the parameter to default."
ENC_4_TOUCH,ENCODER_TOUCH,note,3,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 4. Opens the send window; with SHIFT resets the parameter to default."
ENC_5_TOUCH,ENCODER_TOUCH,note,4,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 5. Opens the send window; with SHIFT resets the parameter to default."
ENC_6_TOUCH,ENCODER_TOUCH,note,5,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 6. Opens the send window; with SHIFT resets the parameter to default."
ENC_7_TOUCH,ENCODER_TOUCH,note,6,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 7. Opens the send window; with SHIFT resets the parameter to default."
ENC_8_TOUCH,ENCODER_TOUCH,note,7,1,,ANY,encoder_touch,CONTEXT,,internal,surface.touch,,,,,"Capacitive touch, encoder 8. Opens the send window; with SHIFT resets the parameter to default."
ENC_TEMPO,ENCODER,cc,14,1,,ANY,param_relative,COMPOSITION,,osc,/composition/tempocontroller/tempo,float,0.0-1.0,,,"Silkscreen ""Tempo"". Touch note 10."
ENC_SWING,ENCODER,cc,15,1,,ANY,param_relative,FOCUS,,osc,/composition/selectedlayer/transition/duration,float,0.0-1.0,,,"Silkscreen ""Swing"". Transition duration of the focused layer. Touch note 9."
ENC_MASTER,ENCODER,cc,79,1,,ANY,param_relative,COMPOSITION,,osc,/composition/master,float,0.0-1.0,,,"Silkscreen ""Master"" = Resolume master fader. Touch note 8."
TOUCHSTRIP,TOUCHSTRIP,pitchbend,12,1,,ANY,param_absolute,COMPOSITION,,osc,/composition/crossfader/phase,float,0.0-1.0,,,"14-bit pitch bend 0-16383. SysEx 17 10 = bar from centre, no autoreturn. Arena only."
